Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
MINT	Enhanced Short-Maturity Strgy ETF Pimco			0	0	0	0	0	0	0	0
MIW	Eaton Vance Michigan Muni Bond Fund	Finance	Closed-End Fund - Debt	0	0.06	4.12	0	0.57	0	0	0
MJ	Etfmg Alternative Harvest ETF			0	0	0	0	0	0	0	0
MJCO	Majesco			0	-0.05	0	36526400	0	0	1.75	4.55
MJX	Etfmg Alternative Harvest ETF			0	0	0	0	0	0	0	0
MLN	Long Municipal Index ETF Vaneck			0	0	0	0	0	0	0	0
MLPA	G-X MLP ETF			0	0	0	0	0	0	0	0
MLPB	Etracs Alerian MLP Infrastruc ETN			0	0	0	0	0	0	0	0
MLPC	C-Tracks MLP Miller/Howard Perf Fundamental			0	0	0	0	0	0	0	0
MLPE	C-Tracks MLP Miller/Howard Fundamental Series B			0	0	0	0	0	0	0	0
MLPG	Alerian Natural Gas MLP ETN UBS E-Tracs			0	0	0	0	0	0	0	0
MLPI	Alerian MLP Infrastrctr ETN UBS E-Tracs			0	0	0	0	0	0	0	0
MLPO	CS S&P MLP Index ETN			0	0	0	0	0	0	0	0
MLPQ	Etracs Mt 2X Alerian MLP Infra ETN Series B			0	0	0	0	0	0	0	0
MLPS	Alerian MLP Short Infr ETN UBS E-Tracs			0	0	0	0	0	0	0	0
MLPX	G-X MLP & Energy Infrasture ETF			0	0	0	0	0	0	0	0
MLPY	Cushing MLP Hi Income ETN Morgan Stanley			0	0.684	0	0	0	0	0	0
MLPZ	Etracs Mt 2X S&P MLP ETN Series B			0	0	0	0	0	0	0	0
MLQD	Ishares 5-10 Year Investment Grade Corporate Bon			0	0	0	0	0	0	0	0
MLSS	Milestone Scientific			0	-0.18	0	32991300	0	0	3.34	4.68
MLTI	CS X-Links Multi-Asset High Income ETN			0	0	0	0	0	0	0	0
MMIN	IQ Mackay Shields Municipal Insured ETF ETF			0	0	0	0	0	0	0	0
MMIT	IQ Mackay Shields Municipal Intermediate ETF			0	0	0	0	0	0	0	0
MMTM	S&P 1500 Momentum Tilt ETF SPDR			0	0.11	0	0	0	0	0	0
MMV	Eaton Vance Massachusetts Muni Income Trust	Finance	Closed-End Fund - Debt	0	0	3.88	0	0.53	0	0	0
MNA	IQ Merger Arbitrage ETF			0	0	0	0	0	0	0	0
MNI	Mcclatchy Company			0	-48.49	0	7622000	0	-0.23	0.08	0
MOAT	Wide Moat Vaneck ETF			0	0	0	0	0	0	0	0
MOC	Command Security Corp	Consumer Services	Diversified Commercial Services	0	-0.25	0	9846645	0	0	0.18	1.92
MOM	US Momentum Mkt Neutral ETF Quantshares			0	0	0	0	0	0	0	0
MOO	Agribusiness ETF Vaneck			0	6.05	0	0	0	0	0	0
MORL	Etracs Mt Pay 2X Mortgage REIT ETN			0	0	0	0	0	0	0	0
MORT	Mortgage REIT Vaneck ETF			0	0	0	0	0	0	0	0
MOTI	Morningstar Intl Moat Vaneck ETF			0	0	0	0	0	0	0	0
MRGR	Merger ETF Proshares			0	0.567	0	0	0	0	0	0
MRRL	Etracs Mt Pay 2X Mortgage REIT ETN Series B			0	0	0	0	0	0	0	0
MSN	Emerson Radio Corp	Consumer Non-Durables	Consumer Electronics/Appliances	0	-0.04	0	26993240	0	0	2.22	0.74
MTNB	Matinas Biopharma Hl			0	-0.46	0	91972980	0	0	1705.03	10.88
MTUM	USA Momentum Factor Ishares ETF			0	0	0	0	0	0	0	0
MUB	S&P National Amt-Free Muni Bd Ishares			0	0	0	0	0	0	0	0
MUNI	Interm Muni Bond Strgy ETF Pimco			0	0	0	0	0	0	0	0
MVF	Munivest Fund	Finance	Closed-End Fund - Debt	0	0.05	5.67	0	0.55	0	0	0
MVIN	Natixis Seeyond Intl Min Vol ETF			0	0	0	0	0	0	0	0
MVV	Ultra Midcap 400 Proshares			0	0	0	0	0	0	0	0
MXC	Mexco Energy Corp	Energy	Oil & Gas Production	0	-0.35	0	2036753	0	0	3.4254	1.0167
MXDU	Nationwide Max Diverse U.S. Core Equity ETF			0	0	0	0	0	0	0	0
MXI	S&P Global Materials Ishares			0	0	0	0	0	0	0	0
MYO	Myomo Inc			0	-8.54	0	6087663	0	0	14.12	4.12
MYY	Midcap 400 Short Proshares			0	0	0	0	0	0	0	0
MZA	Muniyield Arizona Fund	Finance	Closed-End Fund - Debt	0	0.026	4.95	0	0.74	0	0	0
MZZ	Ultrashort Midcap400 Proshares			0	0	0	0	0	0	0	0
NAIL	Direxion Homebuild & Suppliers Bull 3X			0	0	0	0	0	0	0	0
NAK	Northern Dynasty Minerals	Basic Industries	Precious Metals	0	-0.14	0	303939700	0	0	0	4.22
NANR	S&P North American Natural SPDR			0	0	0	0	0	0	0	0
NASH	Nashville Area ETF			0	0	0	0	0	0	0	0
NAVB	Navidea Biopharmaceuticals Inc			0.97	0.48	0	162000000	0	0	3.31	4.17
NBH	Neuberger Berman Intermediate Fund Inc	Finance	Closed-End Fund - Debt	0	1.12	5.28	0	0.81	0	0	0
NBO	Neuberger Berman New York Intermediate Fund Inc	Finance	Closed-End Fund - Debt	0	0.87	4.11	0	0.52	0	0	0
NBW	Neuberger Berman California Intermediate Fund In	Finance	Closed-End Fund - Debt	0	1.11	4.32	0	0.61	0	0	0
NBY	Novabay Pharmaceuticals	Consumer Durables	Major Pharmaceuticals	0	-0.79	0	15308700	0	0	4.39	20.95
NEAR	Maturity Bond Short Ishares			0	0	0	0	0	0	0	0
NEN	New England Realty Associates Limited Partnershi	Consumer Services	Building operators	1.23	57.67	1.69	121042	1.2	0	0.16	0
NES	Nuverra Environmental Solutions			0	-1.09	0	150892900	0	0	11.67	0
NFA	Claymore Sabrient Insider Indicitive Index			0	0	0	0	0	0	0	0
NFLT	Virtus Multi-Sector Uncstd Bond			0	0	0	0	0	0	0	0
NFO	Insider Sentiment Guggenheim			0	0	0	0	0	0	0	0
NFRA	Flexshares Global Broad Infr Fund			0	0	0	0	0	0	0	0
NG	Novagold Resources Inc	Basic Industries	Precious Metals	0	-0.12	0	321867300	0	0	0	4.35
NGD	New Gold Inc	Basic Industries	Precious Metals	35.77	0.1	0	576368900	0	-2	2.77	0.85
NGE	G-X Nigeria Index ETF			0	0	0	0	0	0	0	0
NHC	National Healthcare Corp	Health Care	Hospital/Nursing Management	20.37	3.18	2.96	15194940	1.92	0	1.04	1.43
NHS	Neuberger Berman High Yield Strategies	Finance	Closed-End Fund - Debt	0	1.4	7.28	0	0.87	0	0	0
NIB	DJ-UBS Cocoa TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
NINI	Nickel Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
NLR	Uranium+Nuclear Energy Vaneck ETF			0	0	0	0	0	0	0	0
NML	Neuberger Berman MLP Income Fun			0	0	7.17	0	0.66	0	0	0
NNVC	Nanoviricides Inc			0	-0.17	0	63301720	0	0	0	3.04
NOBL	S&P 500 Aristocrats Proshares			0	0	0	0	0	0	0	0
NOG	Northern Oil and Gas	Energy	Oil & Gas Production	0	-0.44	0	61712120	0	13.2	0.24	0
NORW	G-X Norway ETF			0	0	0	0	0	0	0	0
NRO	Neuberger Berman Real Estate Securities	Finance	Closed-End Fund - Debt	0	0.6	10.11	0	0.54	0	0	0
NSP.W	Inspiremd Inc Warrant			0	0	0	0	0	0	0	0
NSP.X	Inspiremd Inc Series B Warrants			0	0	0	0	0	0	0	0
NSPR	Inspiremd Inc			0	-2.45	0	7450000	0	0	1.52	0.53
NSU	Nevsun Resources Ltd	Basic Industries	Precious Metals	0	-0.17	1.96	302086900	0.04	12.36	3.13	0.7
NTIP	Network-1 Sec Solu			7.06	0.57	2.56	24160490	0.1	0	1.86	1.68
NTN	Ntn Buzztime	Consumer Services	Broadcasting	0	-0.592	0	2503616	0	-0.64	0.6637	2.4429
NUAG	Nushares US Aggregate Bond ETF			0	0	0	0	0	0	0	0
NUBD	Nushares ESG U.S. Aggregate Bond ETF			0	0	0	0	0	0	0	0
NUDM	Nushares ESG Intl Developed Markets Equity ETF			0	0	0	0	0	0	0	0
NUEM	Nushares ESG Emerging Markets Equity ETF			0	0	0	0	0	0	0	0
NUGT	Gold Miners Bull 3X Direxion ETF			0	0	0	0	0	0	0	0
NULG	Nushares ESG Largecap Growth ETF			0	0	0	0	0	0	0	0
NULV	Nushares ESG Largecap Value ETF			0	0	0	0	0	0	0	0
NUMG	Nushares ESG Midcap Growth ETF			0	0	0	0	0	0	0	0
NUMV	Nushares ESG Midcap Value ETF			0	0	0	0	0	0	0	0
NURE	Nushares Short-Term REIT ETF			0	0	0	0	0	0	0	0
NUSA	1-5 Year U.S. Aggregate Nushares			0	0	0	0	0	0	0	0
NUSC	Nushares ESG Smallcap ETF			0	0	0	0	0	0	0	0
NXE	Nexgen Energy Ltd	Finance	Closed-End Fund - Debt	0	-0.08	0	309363400	0	0	0	8.1081
NYF	S&P NY Municipal Bond Ishares			0	0	0	0	0	0	0	0
NYH	Eaton Vance New York Muni Bond Fund II	Finance	Closed-End Fund - Debt	0	-0.25	4.37	0	0.53	0	0	0
OASI	O's Asia Pacific Qlty Divd ETF			0	0	0	0	0	0	0	0
OBOR	Kraneshares MSCI One Belt One Road Index ETF			0	0	0	0	0	0	0	0
OCIO	ETF Series Solutions Trust ETF			0	0	0	0	0	0	0	0
OCX	Oncocyte Corp			0	-0.5	0	31336670	0	0	0	31.94
OEF	S&P 100 Ishares			0	13.24	0	0	0	0	0	0
OEUR	O's Europe Qlty Divd ETF			0	0	0	0	0	0	0	0
OEW	Guggenheim ETF Trust ETF			0	0	0	0	0	0	0	0
OGCP	Empire State Realty Op LP Se			0	0.39	0	9326044	0	0	0	0
OGEN	Oragenics Inc			0	-0.159	0	49261350	0	0	0	0
OIH	Oil Services Vaneck ETF			0	0	0	0	0	0	0	0
OIIL	CS X-Links WTI Crude Oil Index ETN			0	0	0	0	0	0	0	0
OIL	S&P GSCI Crude Oil TR ETN Ipath			0	0	0	0	0	0	0	0
OILB	S&P GSCI Crude Oil TR Ipath B ETN			0	0	0	0	0	0	0	0
OILD	Ultrapro Short Crude Oil Proshares			0	0	0	0	0	0	0	0
OILK	Crude Oil Strategy Proshares			0	0	0	0	0	0	0	0
OILU	Ultrapro Crude Oil Proshares			0	0	0	0	0	0	0	0
OILX	Etracs S&P GSCI Crude Oil TR ETN			0	0	0	0	0	0	0	0
OLEM	Crude Oil Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
OLO	DB Crude Oil ETN Powershares			0	0	0	0	0	0	0	0
OMFL	Oppenheimer Rus 1000 Dynamic Multifactor ETF			0	0	0	0	0	0	0	0
OMFS	Oppenheimer Rus 2000 Dynamic Multifactor ETF			0	0	0	0	0	0	0	0
OMOM	Oppenheimer Rus 1000 Momentum Factor ETF			0	0	0	0	0	0	0	0
ONEO	Russell 1000 Momentum Focus ETF SPDR			0	0	0	0	0	0	0	0
ONEV	Russell 1000 Low Vol ETF SPDR			0	0	0	0	0	0	0	0
ONEY	Russell 1000 Yield Focus ETF SPDR			0	0	0	0	0	0	0	0
ONG	Energy Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
ONP	Orient Paper	Consumer Durables	Containers/Packaging	2.4481	0.36	0	21445590	0	0	0.1651	0.108
ONTL	O's Russell Intl Qlty Divd ETF			0	0	0	0	0	0	0	0
OQAL	Oppenheimer Rus 1000 Quality Factor ETF			0	0	0	0	0	0	0	0
ORM	Owens Realty Mortgage Inc			6.7	2.68	2.23	10203120	0.4	0	11.77	0.81
OSIZ	Oppenheimer Rus 1000 Size Factor ETF			0	0	0	0	0	0	0	0
OUNZ	Gold Shares Vaneck			0	0	0	0	0	0	0	0
OUSA	O's U.S. Qlty Divd ETF			0	0	0	0	0	0	0	0
OUSM	O's Russell Smallcap Qlty Divd ETF			0	0	0	0	0	0	0	0
OVLC	Guggenheim US Largecap Optimized ETF			0	0	0	0	0	0	0	0
OVLU	Oppenheimer Rus 1000 Value Factor ETF			0	0	0	0	0	0	0	0
OVOL	Oppenheimer Rus 1000 Low Volatility Factor ETF			0	0	0	0	0	0	0	0
OYLD	Oppenheimer Rus 1000 Yield Factor ETF			0	0	0	0	0	0	0	0
PAF	FTSE RAFI Asia Pacific Ex-Jp Powershares			0	0	0	0	0	0	0	0
PAK	G-X MSCI Pakistan ETF			0	0	0	0	0	0	0	0
PALL	Physical Palladium			0	0	0	0	0	0	0	0
PARR	Par Petroleum Corp			46.32	0.45	0	45801930	0	0	0.42	2.3
PAVE	G-X US Infr Development ETF			0	0	0	0	0	0	0	0
PBD	Global Clean Energy Powershares			0	0	0	0	0	0	0	0
PBDM	PS FTSE Developed Ex-North America Portfolio			0	0	0	0	0	0	0	0
PBE	Dynamic Biotech & Genome Powershares			0	-15.73	0	0	0	0	0	0
PBEE	PS FTSE Emerging Markets Portfolio			0	0	0	0	0	0	0	0
PBJ	Dynamic Food & Beverage Powershares			0	1.15	0	0	0	0	0	0
PBND	Powershares Exchange-Traded Fund Trust II			0	0	0	0	0	0	0	0
PBP	S&P 500 Buywrite Powershares			0	0	0	0	0	0	0	0
PBS	Dynamic Media Powershares			0	-2.97	0	0	0	0	0	0
PBSM	PS MSCI USA Small Cap Portfolio			0	0	0	0	0	0	0	0
PBTP	PS 0-5 Yr US TIPS Portfolio			0	0	0	0	0	0	0	0
PBUS	PS MSCI USA Portfolio			0	0	0	0	0	0	0	0
PBW	Wilderhill Clean Energy Powershares			0	-0.72	0	0	0	0	0	0
PCEF	CEF Income Composite Powershares			0	0	0	0	0	0	0	0
PCG-A	Pacific Gas El 6.00			0	0	0	0	0	0	0	0
PCG-B	Pacific Gas El 5.50			0	0	0	0	0	0	0	0
PCG-C	Pacific Gas El 5.00			0	0	0	0	0	0	0	0
PCG-D	Pacific Gas El 5.00			0	0	0	0	0	0	0	0
PCG-E	Pacific Gas El 5.00			0	0	0	0	0	0	0	0
PCG-G	Pacific Gas El 4.80			0	0	0	0	0	0	0	0
PCG-H	Pacific Gas El 4.50			0	0	0	0	0	0	0	0
PCG-I	Pacific Gas El 4.36			0	0	0	0	0	0	0	0
PCY	Emrg Mkts Sovereign Debt Powershares			0	0	0	0	0	0	0	0
PDN	FTSE RAFI Dev Mkts Ex-US S/M Powershares			0	0	0	0	0	0	0	0
PED	Pedevco Corp	Basic Materials	Oil & Gas Drilling & Exploration	0	-3.42	0	6085715	0	0	0.6	0
PEJ	Dynamic Leisure & Entertain Powershares			0	-5.973	0	0	0	0	0	0
PEK	China ETF Vaneck			0	0	0	0	0	0	0	0
PEX	Global Listed Private Proshares	Finance	Diversified Investments	0	0	0	0	0	0	0	0
PFFD	Global X U.S. Preferred ETF			0	0	0	0	0	0	0	0
PFFR	Infracap REIT Preferred ETF			0	0	0	0	0	0	0	0
PFIG	Fundamental Inv Gr Corp Bond Powershares			0	0	0	0	0	0	0	0
PFNX	Pfenex Inc			45.32	0.06	0	23526690	0	-0.03	1.08	1.09
PFXF	Preferred Securities Vaneck ETF			0	0	0	0	0	0	0	0
PGAL	G-X FTSE Portugal 20 ETF			0	0	0	0	0	0	0	0
PGD	Asian & Gulf Currency Reval ETN Ipath			0	0	0	0	0	0	0	0
PGF	Financial Preferred Powershares			0	0	0	0	0	0	0	0
PGHY	Global Short Term Hi Yld PS			0	0	0	0	0	0	0	0
PGM	DJ-UBS Platinum TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
PGX	Preferred Portfolio Powershares			0	0	0	0	0	0	0	0
PHB	Fundamental High Yld Corp Bond Powershares			0	0	0	0	0	0	0	0
PHDG	S&P 500 Downside Hedged PS			0	0	0	0	0	0	0	0
PHYS	Sprott Physical Gold Trust			0	0	0	0	0	0	0	0
PICB	Intl Corporate Bond Powershares			0	0	0	0	0	0	0	0
PICK	Global Sel Metals & Mining Prd MSCI Ishares			0	0	0	0	0	0	0	0
PILL	Direxion Daily Pharmaceutical & Medical Bull 3X			0	0	0	0	0	0	0	0
PIN	India Powershares			0	0	0	0	0	0	0	0
PJP	Dynamic Pharmaceuticals Powershares			0	-12.05	0	0	0	0	0	0
PKB	Dynamic Building & Construct Powershares			0	-0.327	0	0	0	0	0	0
PLG	Platinum Group Metals Ltd	Basic Industries	Precious Metals	0	-2.322	0	148465400	0	0	0	0.2354
PLM	Polymet Mining	Basic Industries	Precious Metals	0	-0.036	0	319049100	0	-1.12	0	1.0565
PLND	Poland Vaneck ETF			0	0	0	0	0	0	0	0
PLTM	Graniteshares Platinum Shares ETF			0	0	0	0	0	0	0	0
PLX	Protalix Biotherapeutics	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-0.599	0	133356600	0	-0.16	6.065	0
PLY-A	Plymouth Industrial REIT Inc Cum Red Pfd Ser A			0	0	0	0	0	0	0	0
PLYM	Plymouth Industrial REIT Inc			0	-27.29	8.16	3811887	1.5	0	3.47	5.9
PMR	Dynamic Retail Powershares			0	-2.78	0	0	0	0	0	0
PPA	Aerospace & Defense Powershares			0	3.66	0	0	0	0	0	0
PPLC	Portfolio S&P 500 ETF			0	0	0	0	0	0	0	0
PPLN	Cushing 30 MLP Index Etns Due June 15 2037			0	0	0	0	0	0	0	0
PPLT	Physical Platinum			0	0	0	0	0	0	0	0
PPSC	Portfolio S&P Small Cap			0	0	0	0	0	0	0	0
PRB	Pre-Refunded Muni ETF Vaneck	Basic Materials	Oil & Gas Drilling & Exploration	0	-0.782	0	0	0	0	0	0
PREF	Principal Spectrum Preferred Securities Active E			0	0	0	0	0	0	0	0
PRF	FTSE RAFI US 1000 Powershares			0	0	0	0	0	0	0	0
PRID	Insightshares Lgbt Employment Equality ETF			0	0	0	0	0	0	0	0
PRK	Park National Corp	Finance	Major Banks	19.88	5.63	3.37	15278770	3.76	4.95	5.3	2.27
PRME	Heitman Global Prime Real Estate ETF FT			0	0	0	0	0	0	0	0
PRNT	3D Printing ETF			0	0	0	0	0	0	0	0
PSI	Dynamic Semiconductors Powershares	Telecommunications - Equipment		0	3.78	0	0	0	0	0	0
PSJ	Dynamic Software Powershares			0	0.42	0	0	0	0	0	0
PSK	Wells Fargo Preferred Stock SPDR			0	0	0	0	0	0	0	0
PSLV	Sprott Physical Silver Trust ETV			0	0	0	0	0	0	0	0
PSMB	Balanced Multi-Asset Allocation PS			0	0	0	0	0	0	0	0
PSMC	Conservative Multi-Asset Allocation PS			0	0	0	0	0	0	0	0
PSMG	Growth Multi-Asset Allocation Portfolio PS			0	0	0	0	0	0	0	0
PSMM	Moderately Conservative Multi-Asset PS			0	0	0	0	0	0	0	0
PSP	Global Listed Private Eq Powershares			0	0	0	0	0	0	0	0
PSQ	QQQ Short Proshares			0	0	0	0	0	0	0	0
PSR	Active US Real Estate Powershares			0	0	0	0	0	0	0	0
PST	Ultrashort 7-10 Year Treasury Proshares	Consumer Durables	Specialized Health Services	0	0	0	0	0	0	0	0
PTEU	Pacer Trendpilot European Index ETF			0	0	0	0	0	0	0	0
PTLC	Pacer Trendpilot 750 ETF			0	0	0	0	0	0	0	0
PTM	Long Platinum TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
PTMC	Pacer Trendpilot 450 ETF			0	0	0	0	0	0	0	0
PTN	Palatin Technologies	Consumer Durables	Major Pharmaceuticals	0	-0.08	0	179040500	0	0	3.03	0
PTNQ	Pacer Trendpilot 100 ETF			0	0	0	0	0	0	0	0
PUTW	Wisdomtree CBOE S&P 500 Put Write			0	0	0	0	0	0	0	0
PUW	Wilderhill Progressive Energy Powershares			0	0	0	0	0	0	0	0
PVI	Vrdo Tax-Free Weekly Powershares			0	0	0	0	0	0	0	0
PW	Pittsburgh & West Virginia Railroad	Consumer Services	Real Estate Investment Trusts	47.73	0.13	0	1826514	0	0	5.67	1.46
PW-A	Power REIT 7.75% Series A Cumul			0	0	0	0	0	0	0	0
PWB	Dynamic Largecap Growth Powershares			0	0.29	0	0	0	0	0	0
PWC	Dynamic Market Powershares	Finance	Closed-End Fund - Debt	0	0.35	0	0	0	0	0	0
PWS	Pacer Trendpilot			0	0	0	0	0	0	0	0
PWV	Dynamic Largecap Value Powershares			0	2.06	0	0	0	0	0	0
PWZ	Insured Cali Muni Bond Powershares			0	0	0	0	0	0	0	0
PXE	Dynamic Energy Explor & Prod Powershares			0	-6.03	0	0	0	0	0	0
PXF	FTSE RAFI Dev Mkts Ex-US Powershares			0	0	0	0	0	0	0	0
PXH	FTSE RAFI Emrg Mkts Powershares			0	0	0	0	0	0	0	0
PXJ	Dynamic Oil & Gas Services Powershares			0	-2.8	0	0	0	0	0	0
PXLG	Fundamental Pure Large Grow Powershares			0	0	0	0	0	0	0	0
PXLV	Fundamental Pure Large Value Powershares			0	0	0	0	0	0	0	0
PXMG	Fundamental Pure Mid Growth Powershares			0	-1.593	0	0	0	0	0	0
PXMV	Fundamental Pure Mid Value Powershares			0	2.26	0	0	0	0	0	0
PXQ	Dynamic Networking Powershares			0	0.845	0	0	0	0	0	0
PXR	Emrg Mkts Infrastructure Powershares			0	0	0	0	0	0	0	0
PXSG	Fundamental Pure Small Grow Powershares			0	-0.67	0	0	0	0	0	0
PXSV	Fundamental Pure Small Value Powershares			0	0.929	0	0	0	0	0	0
PZA	Insured National Muni Bond Powershares	Consumer Services	Meat Products	0	0	0	0	0	0	0	0
PZD	Cleantech Powershares			0	0	0	0	0	0	0	0
PZG	Paramount Gold and Silver	Basic Industries	Precious Metals	0	-0.27	0	17782260	0	0	0	0.45
PZI	Zacks Micro Cap Powershares			0	1.133	0	0	0	0	0	0
PZT	Insured NY Muni Bond Powershares			0	0	0	0	0	0	0	0
QAI	IQ Hedge Multi-Strategy Tracker ETF			0	0	0	0	0	0	0	0
QCAN	Canada Quality Mix Ishares ETF			0	0	0	0	0	0	0	0
QDEF	Flexshares Quality Div Def Fund			0	0	0	0	0	0	0	0
QDEU	Germany Quality Mix Ishares ETF			0	0	0	0	0	0	0	0
QDF	Flexshares Quality Div Fund			0	0	0	0	0	0	0	0
QDYN	Flexshares Quality Div Dyn Fund			0	0	0	0	0	0	0	0
QED	IQ Hedge Event-Driven Tracker ETF			0	0	0	0	0	0	0	0
QEFA	EAFE Qlty Mix MSCI ETF SPDR			0	0	0	0	0	0	0	0
QEMM	EM Strategicfactors MSCI ETF SPDR			0	0	0	0	0	0	0	0
QGBR	UK Quality Mix Ishares ETF			0	0	0	0	0	0	0	0
QGTA	IQ Leaders Gtaa Tracker ETF			0	0	0	0	0	0	0	0
QID	Ultrashort QQQ Proshares			0	0	0	0	0	0	0	0
QJPN	Japan Quality Mix Ishares ETF			0	0	0	0	0	0	0	0
QLD	Ultra QQQ Proshares			0	0	0	0	0	0	0	0
QLS	IQ Hedge Long Short Tracker ETF			0	0	0	0	0	0	0	0
QLTA	AAA - A Rated Corporate Bond Ishares			0	0	0	0	0	0	0	0
QMN	IQ Hedge Market Neutral Tracker ETF			0	0	0	0	0	0	0	0
QMOM	Quantitative Momentum ETF			0	0	0	0	0	0	0	0
QQQE	Nasdaq 100 EW Index Direxion			0	0	0	0	0	0	0	0
QSY	Wisdomtree U.S. Quality Shareholder Yield Fund			0	0	0	0	0	0	0	0
QUAL	USA Quality Factor Ishares ETF			0	0	0	0	0	0	0	0
QUS	USA Qlty Mix MSCI ETF SPDR			0	0	0	0	0	0	0	0
QVAL	US Quantitative Valueshares ETF			0	0	0	0	0	0	0	0
QVM	Arrow Qvm Equity Factor ETF			0	0	0	0	0	0	0	0
QWLD	World Qlty Mix MSCI ETF SPDR			0	0	0	0	0	0	0	0
QXGG	Quantx Risk Managed Growth ETF ETF			0	0	0	0	0	0	0	0
QXMI	Quantx Risk Managed Multi-Asset Income ETF			0	0	0	0	0	0	0	0
QXRR	Quantx Risk Managed Real Return ETF			0	0	0	0	0	0	0	0
QXTR	Quantx Risk Managed Multi-Asset Total Return ETF			0	0	0	0	0	0	0	0
RALS	RAFI Long/Short Proshares			0	0	0	0	0	0	0	0
RAVI	Flexshares Ready Access Variable Income			0	0	0	0	0	0	0	0
RBIN	Nationwide Risk-Based International Equity ETF			0	0	0	0	0	0	0	0
RBUS	Nationwide Risk-Based U.S. Equity ETF			0	0	0	0	0	0	0	0
RCD	S&P 500 Cons Disc EW Guggenheim			0	0	0	0	0	0	0	0
RCG	Renaissance Capital Growth & Income Fund III	Finance	Closed-End Fund - Equity	0	0.27	0	0	0	0	0	0
RCOM	Elkhorn Fundamental Commodity Strategy ETF			0	0	0	0	0	0	0	0
RDIV	Ultra Dividend Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
REED	Reeds Inc			0	-0.32	0	15135290	0	-0.28	0.69	0
REEM	Oppenheimer Revenue Weighted ETF Trust ETF			0	0	0	0	0	0	0	0
REET	Ishares Global REIT ETF			0	0	0	0	0	0	0	0
REFA	Oppenheimer International Revenue ETF			0	0	0	0	0	0	0	0
REGL	S&P Midcap 400 Divd Proshares			0	0	0	0	0	0	0	0
REI	Ring Energy Inc			0	-0.08	0	54144910	0	1.79	15.25	1.97
REK	Real Estate Short Proshares			0	0	0	0	0	0	0	0
REM	FTSE Nareit Mort Plus Cp Idx Ishares			0	0	0	0	0	0	0	0
REML	X-Links Mthy Pay 2X Leveraged Mortgage REIT			0	0	0	0	0	0	0	0
REMX	Rare Earth/Strategic Metals Vaneck ETF			0	0	0	0	0	0	0	0
RETL	Retail Bull 3X Direxion			0	0	0	0	0	0	0	0
REW	Ultrashort Technology Proshares			0	0	0	0	0	0	0	0
REZ	Ishares Residential Real Estate ETF			0	0	0	0	0	0	0	0
RFCI	Riverfront Core Income Fund ETF			0	0	0	0	0	0	0	0
RFDA	Riverfront US Dividend Adv ETF			0	0	0	0	0	0	0	0
RFFC	Riverfront US Flex-Cap ETF			0	0	0	0	0	0	0	0
RFG	S&P Midcap 400 Pure Growth Guggenheim			0	0	0	0	0	0	0	0
RFUN	Riverfront Unconstrained Income ETF			0	0	0	0	0	0	0	0
RFV	S&P Midcap 400 Pure Value Guggenheim			0	0	0	0	0	0	0	0
RGI	S&P 500 Industrial EW Guggenheim			0	0	0	0	0	0	0	0
RGLB	Oppenheimer Global Revenue ETF			0	0	0	0	0	0	0	0
RHE	Regional Health Properties			0	-0.46	0	19763640	0	0	0	0
RHE-A	Regional Health Properties 10.875% Series A			0	0	0	0	0	0	0	0
RHS	S&P 500 Cons Staples EW Guggenheim			0	0	0	0	0	0	0	0
RIF	Rmr Real Estate Income Fund	Finance & Other Services		0	3.33	0	0	0	0	0	0
RIGS	Riverfront Strategic Income Fund ETF			0	0	0	0	0	0	0	0
RINF	30 Year Tips/Tsy Spread Proshares			0	0	0	0	0	0	0	0
RISE	Sit Rising Rate ETF			0	0	0	0	0	0	0	0
RJA	Rogers Agriculture ETN Elements			0	0	0	0	0	0	0	0
RJI	Rogers Commodity ETN Elements	Retail - Jewelry		0	0	0	0	0	0	0	0
RJN	Rogers Energy ETN Elements			0	0	0	0	0	0	0	0
RJZ	Rogers Metal ETN Elements			0	0	0	0	0	0	0	0
RLG-A	Radiant Logistics Inc 9.75% S			0	0	0	0	0	0	0	0
RLGT	Radiant Logistics			87.41	0.06	0	48826430	0	0.73	0.31	1.93
RLY	SSGA Multi-Asset Real Return ETF SPDR			0	0	0	0	0	0	0	0
RNN	Rexahn Pharmaceuticals	Consumer Durables	Major Pharmaceuticals	0	-1.01	0	28458330	0	0	0	3.65
ROAM	Lattice EM Strategy ETF			0	0	0	0	0	0	0	0
RODI	Barclays Return On Disability E			0	0	0	0	0	0	0	0
RODM	Lattice Developed Markets Ex-US ETF			0	-0.92	0	0	0	0	0	0
ROGS	Lattice Global Smallcap Strategy ETF			0	0	0	0	0	0	0	0
ROLA	Long Extd Russell 1000 TR ETN Ipath			0	0	0	0	0	0	0	0
ROM	Ultra Technology Proshares			0	0	0	0	0	0	0	0
