Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
CVGI	Commercial Vehicle G	Capital Goods	Auto Parts:O.E.M.	107.89	0.08	0	29873170	0	1.87	0.36	3.33
CVGW	Calavo Growers Inc	Consumer Non-Durables	Farming/Seeds/Milling	34.95	2.07	1.31	17553560	0.95	1.65	1.18	4.97
CVLT	Commvault Systems	Technology	Computer Software: Prepackaged Software	900.88	0.06	0	45569620	0	2.23	3.53	4.72
CVLY	Codorus Valley Bncp	Finance	Savings Institutions	19.04	1.69	1.64	8453076	0.51	0	4.13	1.64
CVO	Cenveo Inc			0	-0.16	0	8578571	0	0.22	0.01	0
CVTI	Covenant Transportn	Transportation	Trucking Freight/Courier Services	52.22	0.56	0	18287080	0	6.84	0.77	2.22
CVV	CVD Equipment Corp	Technology	Industrial Machinery/Components	22.84	0.47	0	6388422	0	0	2.11	1.86
CWAY	Coastway Bancorp Inc			24.91	0.81	0	4050873	0	0	3.09	1.17
CWBC	Community West Bncsh	Finance	Major Banks	15.52	0.67	1.54	8158654	0.16	0	2.55	1.24
CWBR	Cohbar Inc			0	0	0	0	0	0	0	0
CWCO	Cons Water Co Inc	Public Utilities	Water Supply	64.14	0.2	2.36	14900000	0.3	2.92	3.12	1.26
CWST	Casella Waste Sys	Public Utilities	Environmental Services	0	-1.4	0	42036060	0	7.99	1.35	0
CXDC	China Xd Plastics Co	Capital Goods	Containers/Packaging	3.376	1.438	0	49511840	0	0	0.19	0.348
CXRX	Concordia International			0	-35.829	0	51151580	0	0	0.0448	0
CXSE	Wisdomtree China Ex-Cso Fund			0	0	0	0	0	0	0	0
CY	Cypress Semiconductr	Technology	Semiconductors	0	-0.41	2.73	332506200	0.44	0.43	2.39	2.82
CYAD	Celyad Sa Ads			0	-2.7	0	9525000	0	0	41.08	6.1
CYAN	Cyanotech Corp	Consumer Durables	Specialty Chemicals	0	0	0	5684849	0	0	0.83	1.63
CYBE	Cyberoptics Cp	Capital Goods	Electronic Components	12.38	1.14	0	6970922	0	13.95	1.71	1.9
CYBR	Cyberark Soft Ord			55.31	0.78	0	29473200	0	2.71	5.47	4.52
CYCC	Cyclacel Pharmaceuti	Consumer Durables	Major Pharmaceuticals	0	-4.18	0	0	0	0	0	0
CYCCP	Cyclacel Pharmaceuti	Consumer Durables	Major Pharmaceuticals	0	-2.366	8.6	11399400	0.6	0	165.0875	2.6631
CYHHZ	Community Health Sys			0	0	0	0	0	0	0	0
CYOU	Changyou.Com Ltd	Technology	Computer Software: Prepackaged Software	12.25	3	0	52531300	0	0.53	3.76	1.63
CYRN	Cyren Ltd			0	-0.23	0	39229410	0	-0.38	2.16	2.43
CYRX	Cryoport Inc			0	-0.55	0	24673880	0	0	17.62	11.77
CYRXW	Cryoport Inc Wts			0	0	0	0	0	0	0	0
CYTK	Cytokinetics	Consumer Durables	Major Pharmaceuticals	0	-0.34	0	53665960	0	-0.34	6.91	3.91
CYTR	Cytrx Corporation	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-0.408	0	165720200	0	0	593.2418	2.864
CYTX	Cytori Therapeutics	Health Care	Medical/Dental Instruments	0	-1.003	0	34724810	0	0	1.7072	1.2763
CYTXW	Cytori Therapeutics Inc	Health Care	Medical/Dental Instruments	0	-0.598	0	0	0	0	0	0
CZFC	Citizens First Corp	Finance	Major Banks	14.14	1.67	0.85	2525848	0.2	0	3.19	1.34
CZNC	Citizens Nrthn Cp	Finance	Major Banks	19.61	1.31	4.06	12176080	1.04	0	5.45	1.63
CZR	Caesars Entertainment Corp			0	-21.58	0	149004000	0	1.39	0.47	0
CZWI	Citizens Community	Finance	Savings Institutions	22.77	0.6	1.17	5275989	0.16	0	2.74	1.09
DAIO	Data I O Cp	Capital Goods	Electrical Products	27.93	0.43	0	8171954	0	0	2.64	4.21
DAKT	Daktronics Inc	Consumer Durables	Miscellaneous manufacturing industries	35.95	0.29	2.69	44286810	0.28	1.3	0.77	2.23
DARE	Dare Bioscience Inc			0	-0.1	0	2901887	0	0	0	0
DAVE	Famous Daves of Am	Consumer Services	Restaurants	0	-0.85	0	6958025	0	-3.33	0.29	1.59
DAX	DAX Germany ETF			0	0	0	0	0	0	0	0
DBVT	Dbv Technologies Ads			0	-3.36	0	45952780	0	0	98.61	5.24
DCAR	Dropcar Inc.			0	0	0	0	0	0	0	0
DCIX	Diana Containerships Inc	Transportation	Marine Transportation	0	-9076.438	0	252000	0	0	0.005	0
DCOM	Dime Community Bncsh	Finance	Savings Institutions	24.29	0.91	2.56	37445940	0.56	13.76	5.33	1.42
DCPH	Deciphera Pharmaceuticals Inc			0	-16.03	0	31924890	0	0	0	0
DDBI	Legg Developed Ex-US Div Core ETF			0	0	0	0	0	0	0	0
DELT	Delta Tech HD Ltd Or	Industrial Goods	Textile Industrial	0	-1.99	0	9615385	0	0	0.24	0.36
DENN	Dennys Corp	Consumer Services	Restaurants	25.49	0.51	0	67175380	0	1.44	1.67	0
DEPO	Depomed Inc	Consumer Durables	Major Pharmaceuticals	0	-1.79	0	62987700	0	0.46	0.75	1.5
DERM	Dermira Inc Cm ST			0	-2.7	0	41764250	0	-0.05	43.67	2.9
DEST	Destination Maternty	Consumer Services	Clothing/Shoe/Accessory Stores	0	-2.78	0	13984790	0	0	0.09	0.66
DFBG	Differntl Brands			0	-1.08	0	13318180	0	-0.15	0.1	0.39
DFFN	Diffusion Pharmaceuticals Inc			0	-2.61	0	14020980	0	0	0	15.05
DFNL	Davis Select Financial ETF			0	0	0	0	0	0	0	0
DFRG	Del Frisco's Restrnt			29.42	0.48	0	21219080	0	1.58	0.82	1.36
DFVL	5 Year Bull Ipath			0	0	0	0	0	0	0	0
DFVS	5 Year Bear Ipath			0	0	0	0	0	0	0	0
DGICA	Donegal Group Cl A	Finance	Property-Casualty Insurers	35.38	0.47	3.38	27322160	0.56	3.12	0.63	1.02
DGICB	Donegal Group Cl B	Finance	Property-Casualty Insurers	28.28	0.47	3.34	27322100	0.49	0	0.56	0.91
DGII	Digi Intl Inc	Technology	Computer Communications Equipment	31.91	0.33	0	26539050	0	0.83	1.45	0.87
DGLD	VS 3X Inv Gold			0	0	0	0	0	0	0	0
DGLY	Digital Ally Inc	Technology	Radio And Television Broadcasting And Communications Equipment	0	-2.15	0	5678948	0	-0.08	0.69	2.71
DGRE	Wisdomtree EM Quality Divd Growth Fund			0	0	0	0	0	0	0	0
DGRS	Wisdomtree US Smallcap Quality Dvid Fund			0	0	0	0	0	0	0	0
DGRW	Wisdomtree US Quality Divd Fund			0	0	0	0	0	0	0	0
DHIL	Diamond Hill Inv	Finance	Investment Managers	14.25	15.28	0	3256990	0	0	4.81	4.04
DHXM	Dhx Media Varbl Vtg			0	-0.025	1.83	134062200	0.06	0	1.746	1.583
DIOD	Diodes Inc	Technology	Semiconductors	66.34	0.53	0	49100770	0	0.94	1.74	2.05
DISCA	Discovery Comm A	Consumer Services	Television Services	10.12	1.88	0	570230600	0	0.87	1.67	1.99
DISCB	Discovery Comm B	Consumer Services	Television Services	12.2	1.88	0	570000000	0	0.05	1.96	2.34
DISCK	Discovery Comm Inc	Consumer Services	Television Services	9.54	1.88	0	570077900	0	0.59	1.58	1.88
DISH	Dish Network Corp	Consumer Services	Television Services	21.62	2.15	0	466121800	0	-4.83	1.52	4.26
DJCO	Daily Journal Cp	Consumer Services	Newspapers/Magazines	0	-0.58	0	1380000	0	0	8.28	2.19
DLBL	Ipath US Treasury Long Bond Bull ETN			0	0	0	0	0	0	0	0
DLBS	Ipath Long Bond Bear ETN			0	0	0	0	0	0	0	0
DLHC	Dlh Holdings Corp			16.18	0.373	0	11599010	0	0	0.625	2.021
DLPN	Dolphin Entertainment Inc			0	0	0	0	0	0	0	0
DLPNW	Dolphin Entertainment Inc Warrant			0	0	0	0	0	0	0	0
DLTH	Duluth Hldg Cl B			34.31	0.59	0	32458000	0	1.46	1.61	5.69
DLTR	Dollar Tree Inc	Consumer Services	Department/Specialty Retail Stores	23.84	3.91	0	236884400	0	1.6	1.04	3.77
DMLP	Dorchester Minls	Energy	Oil & Gas Production	15.214	0.958	7.89	32279250	1.16	0	10.227	5.279
DMPI	Delmar Pharmaceuticals Inc			0	-0.74	0	21551720	0	0	0	77.27
DMRC	Digimarc Corp	Technology	EDP Services	0	-2.41	0	10769970	0	-0.61	15.77	4.41
DNBF	Dnb Finl Corp	Finance	Major Banks	18.98	1.79	0.83	4262059	0.28	0	3.84	1.45
DNKN	Dunkin' Brands Group			24.04	2.28	2.35	90295510	1.29	2.22	6.03	0
DNLI	Denali Therapeutics Inc			0	0	0	0	0	0	0	0
DOGZ	Dogness Corporation Class A			0	0	0	0	0	0	0	0
DORM	Dorman Products Inc	Capital Goods	Auto Parts:O.E.M.	20.75	3.29	0	33987700	0	1.37	2.7	3.86
DOTA	Draper Oakwood Technology Acquisition Inc Clas			0	0	0	6600410	0	0	0	0
DOTAR	Draper Oakwood Technology Acquisition Inc Righ			0	0	0	0	0	0	0	0
DOTAU	Draper Oakwood Technology Acquisition			0	0	0	0	0	0	0	0
DOTAW	Draper Oakwood Technology Acquisition Inc Warr			0	0	0	0	0	0	0	0
DOVA	Dova Pharmaceuticals Inc			0	-2.09	0	25652020	0	0	0	0
DOX	Amdocs Ltd Ord			22.77	2.87	1.35	145304400	0.88	2.44	2.48	2.65
DRAD	Digirad Corp	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	0	-0.16	11	19975000	0.22	-0.66	0.33	0.66
DRIO	Labstyle Innovat			0	-0.79	0	9752203	0	0	4.899	4.612
DRIOW	Labstyle Innovati WT			0	0	0	0	0	0	0	0
DRNA	Dicerna Pharmaceutic			0	-3.2	0	20844660	0	0	155.1	7.93
DRRX	Durect Corp	Consumer Durables	Major Pharmaceuticals	0	-0.26	0	146996700	0	-0.16	7.0986	0
DRYS	Dryships Inc	Transportation	Marine Transportation	0	-955.89	2.06	2002083	0.1	0	0.19	0.02
DSGX	Descartes Sys Grp	Technology	Computer Software: Prepackaged Software	86.62	0.34	0	76740240	0	3.37	10.29	4.82
DSKE	Daseke Inc			0	-4.87	0	38057980	0	-2.53	0.78	4.35
DSKEW	Daseke Inc			0	0	0	0	0	0	0	0
DSLV	VS 3X Inv Silver			0	0	0	0	0	0	0	0
DSPG	D S P Group Inc	Technology	Semiconductors	103.46	0.13	0	22249070	0	8.47	2.26	2.08
DSWL	Deswell Inds Inc	Consumer Non-Durables	Plastic Products	31.4	0.09	0	15885190	0	0	0.97	0.56
DTEA	Davidstea Inc			0	0.41	0	0	0	-3.18	0	0
DTRM	Determine Inc			0	-0.78	0	14605260	0	0	1.11	3.15
DTUL	2 Year Bull Ipath			0	0	0	0	0	0	0	0
DTUS	2 Year Bear Ipath			0	0	0	0	0	0	0	0
DTYL	Ipath US Treasury 10 Yr Bull ETN			0	0	0	0	0	0	0	0
DTYS	10 Year Bear Ipath			0	0	0	0	0	0	0	0
DUSA	Davis Select USA ETF	Consumer Durables	Major Pharmaceuticals	0	0.14	0	0	0	0	0	0
DVAX	Dynavax Technologies	Consumer Durables	Major Pharmaceuticals	0	-2.42	0	54838710	0	0	143.85	7.89
DVCR	Diversicare Healthca			33.87	0.34	1.94	6458009	0.22	0	0.14	5.68
DVY	DJ Select Dividend Index Ishares			0	9.11	0	0	0	0	0	0
DWAC	Elkhorn Commodity Rotation Strategy ETF			0	0	0	0	0	0	0	0
DWAQ	Dynamic OTC Powershares			0	-8.539	0	0	0	0	0	0
DWAS	DWA Smallcap Momentum Portfolio PS			0	0	0	0	0	0	0	0
DWAT	Arrow DWA Tactic ETF			0	0	0	0	0	0	0	0
DWCH	Datawatch Cp	Technology	Computer Software: Prepackaged Software	0	-0.43	0	12199150	0	-5.98	4.21	4.49
DWCR	Arrow DWA Country Rotation ETF			0	0	0	0	0	0	0	0
DWFI	DW Fixed Income Allocation ETF SPDR			0	0	0	0	0	0	0	0
DWIN	DWA Tactical Multi-Asset Income PS			0	0	0	0	0	0	0	0
DWLD	Davis Select World Opportunities ETF			0	0	0	0	0	0	0	0
DWLV	DWA Momentum & Low Vol Rotation PS			0	0	0	0	0	0	0	0
DWPP	First Trust Dorsey Wright People's Portfolio ETF			0	0	0	0	0	0	0	0
DWSN	Dawson Geophscl	Energy	Oil & Gas Production	0	-2.02	0	21700000	0	-0.06	0.72	0.63
DWTR	DWA Tactical Sector Rotation PS			0	0	0	0	0	0	0	0
DXCM	Dexcom	Health Care	Medical/Dental Instruments	0	-0.76	0	86624780	0	-1.59	6.08	10.87
DXGE	Wisdomtree Germany Hedged Eqty Fund			0	0	0	0	0	0	0	0
DXJS	Wisdomtree Japan Smallcap Eqty Hedged Fund			0	0	0	0	0	0	0	0
DXLG	Destination XL Grp			0	-0.26	0	48528200	0	-0.68	0.21	1.23
DXPE	Dxp Enterprise	Capital Goods	Industrial Machinery/Components	37	0.86	0	17401000	0	2.09	0.59	2.15
DXPS	Wisdomtree UK Eqty Hedged Fund			0	0	0	0	0	0	0	0
DXYN	The Dixie Group	Consumer Durables	Home Furnishings	0	-0.11	0	15707040	0	-0.93	0.13	0.61
DYNT	Dynatronics Cp	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	0	-1.36	0	4710204	0	0	0.32	2.92
DYSL	Dynasil Cp America	Capital Goods	Industrial Machinery/Components	8.29	0.17	0	17063830	0	0	0.62	1.25
DZSI	Dasan Zhone Solutions Inc			0	-1.03	0	16384620	0	-4.63	0.5	1.59
EA	Electronic Arts Inc			31.3	3.73	0	308751800	0	1.85	7.12	7.98
EACQ	Easterly Acq			0	-0.28	0	6428856	0	0	0	12.92
EACQW	Easterly Acq Warrant			0	0	0	0	0	0	0	0
EAGLU	Double Eagle Units			0	0	0	0	0	0	0	0
EARS	Auris Medical			0	-0.75	0	44329110	0	0	0	6.14
EAST	Eastside Distilling Inc			0	0	0	0	0	0	0	0
EASTW	Eastside Distilling Inc. Warrant			0	0	0	0	0	0	0	0
EBAY	Ebay Inc	Miscellaneous	Business Services	5.52	6.67	0	1070380000	0	2.03	4.31	3.45
EBAYL	Ebay Inc 6.0% NTS			0	0	0	30000000	0	0	0	0
EBIO	Eleven Bio Inc			9.91	0.11	0	15388890	0	0	0.56	1.03
EBIX	Ebix Inc	Technology	EDP Services	22	3.07	0.44	31384160	0.3	2.23	6.66	4.89
EBMT	Eagle Bancorp [Mt]	Finance	Savings Institutions	15.35	1.3	1.81	3811028	0.36	1.63	2.06	1.22
EBSB	Meridian Bncp	Finance	Banks	25.64	0.78	0.8	51000000	0.16	2.02	7.01	1.64
EBTC	Enterprise Bancorp I	Finance	Major Banks	20.32	1.8	1.48	11455040	0.54	0	4.02	1.84
ECHO	Echo Global Logistic	Transportation	Oil Refining/Marketing	0	-0.13	0	28534170	0	2.35	0.37	1.83
ECOL	US Ecology Inc	Public Utilities	Environmental Services	37.26	1.28	1.51	21825810	0.72	5.97	2.43	4.04
ECPG	Encore Capital Grp	Finance	Finance Companies	19.36	2.44	0	25820110	0	0.84	1.18	2.16
ECYT	Endocyte Inc	Consumer Durables	Major Pharmaceuticals	0	-1.01	0	42575220	0	0	2688.31	1.62
EDAP	Edap Tms Sa ADR	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	0	0	0	28996620	0	86.7	2	2.88
EDBI	Legg EM Div Core ETF			0	0	0	0	0	0	0	0
EDGE	Edge Therapeut Cm S			0	-1.57	0	30851280	0	-0.07	0	3.94
EDGW	Edgewater Tech Inc	Technology	Computer Software: Programming, Data Processing	0	-0.54	0	13940000	0	0	0.79	1.15
EDIT	Editas Medicine			0	-3.17	0	40925940	0	0	158.87	4.84
EDUC	Educational Dev Cp	Consumer Durables	Consumer Specialties	12.35	1.02	0	4088889	0	0	0.46	2.9
EEFT	Euronet Worldwide	Finance	Investment Bankers/Brokers/Service	31.72	3.1	0	52503050	0	1.48	2.51	4.86
EEI	Ecology Environment	Consumer Services	Military/Government/Technical	37.6156	0.315	3.42	4294070	0.4	0	0.4999	1.4141
EEMA	Ishares EM Asia ETF			0	0	0	0	0	0	0	0
EFAS	G-X MSCI Superdividend EAFE ETF			0	0	0	0	0	0	0	0
EFBI	Eagle Financial Bancorp Inc			0	0.53	0	1612731	0	0	0	0
EFII	Elec Imaging Inc	Technology	Computer Communications Equipment	30.83	0.96	0	46386560	0	1.23	1.98	2.33
EFOI	Energy Focus	Consumer Durables	Building Products	0	-1.59	0	11855370	0	-0.07	1.08	1.23
EFSC	Enterprises Finl Svc	Finance	Major Banks	19.45	2.3	0.98	23489930	0.44	1.98	5.96	1.92
EGAN	Egain Corp			0	-0.22	0	27229510	0	0	1.33	0
EGBN	Eagle Bancorp Inc	Finance	Major Banks	21.92	3.07	0	34175340	0	1.67	7.97	2.54
EGLE	Eagle Bulk Ship New	Transportation	Marine Transportation	0	-10.11	0	0	0	-0.81	0	0
EGLT	Egalet Corp	Technology	Semiconductor Equipment & Materials	0	-4.027	0	26266010	0	0	1.259	0
EGOV	Nic Inc	Consumer Services	Professional Services	20	0.85	1.88	66470590	0.32	2.3	3.44	7.42
EGRX	Eagle Pharmaceutical			9.34	5.96	0	15168910	0	0.95	3.34	4.96
EHTH	Ehealth Inc	Finance	Specialty Insurers	0	-0.35	0	18535000	0	-1.55	2.22	4.14
EIGI	Endurance Int Grp			0	-1.04	0	143030300	0	-0.62	1	13.83
EIGR	Eiger Biopharma			0	-5.68	0	8367242	0	0	0	4.37
EKSO	Ekso Bionics Holdings Inc			0	-1.59	0	25785050	0	0	3.79	17.46
ELEC	Electrum Special Or			200.98	0.05	0	6188293	0	0	0	12.67
ELECU	Electrum Special Uts			207.84	0.05	0	6187736	0	0	0	13.16
ELECW	Electrum Special WT			0	0	0	0	0	0	0	0
ELGX	Endologix Inc	Health Care	Medical/Dental Instruments	0	-0.94	0	83433780	0	-0.22	2.19	4.32
ELON	Echelon Corp	Technology	Computer Communications Equipment	0	-1.14	0	4454270	0	0	0.6717	0.9188
ELSE	Electro Sensors In	Capital Goods	Industrial Machinery/Components	44.71	0.09	0	3394737	0	0	1.79	1.05
ELTK	Eltek Ltd	Technology	Electrical Products	0	-0.53	0	10142860	0	0	0.2	1.26
EMB	USD Emrg Mkts Bond Ishares			0	0	0	0	0	0	0	0
EMCB	Wisdomtree EM Corp Bond Fund			0	0	0	0	0	0	0	0
EMCF	Emclaire Finl Cor	Finance	Major Banks	15.74	1.97	3.64	2205161	1.08	0	2.88	1.2
EMCG	Wisdomtree EM Consumer Growth			0	0	0	0	0	0	0	0
EMCI	E M C Insurance Gp	Finance	Property-Casualty Insurers	17.04	1.78	2.84	21350030	0.84	6.35	0.97	1.1
EMIF	Ishares EM Infrastructure ETF			0	0	0	0	0	0	0	0
EMITF	Elbit Imaging Ord	Consumer Services	Building operators	0	-6.03	0	9189516	0	0	0.24	0
EMKR	Emcore Corp	Technology	Semiconductors	27.53	0.29	0	26878480	0	1.03	1.84	1.87
EML	Eastern Co			23.34	1.28	1.46	6258962	0.44	0	1.15	2.18
EMMS	Emmis Commun Cl A	Consumer Services	Broadcasting	0.56	6.41	0	12709500	0	0	0.25	1.34
EMXC	Ishares Inc Ishares MSCI Emerging Markets Ex C			0	0	0	0	0	0	0	0
ENDP	Endo Int'l Plc	Consumer Durables	Major Pharmaceuticals	0	-23	0	222789100	0	-0.11	0.37	1.85
ENFC	Entegra Financ Cm ST			23.75	1.16	0	6458076	0	0	3.98	1.25
ENG	Englobal Corp	Consumer Services	Military/Government/Technical	0	-0.07	0	27208000	0	0	0.56	0.94
ENPH	Enphase Energy Inc			0	-1	0	84580880	0	0.02	0.36	0
ENSG	The Ensign Group In	Health Care	Hospital/Nursing Management	27.71	0.86	0.73	50840340	0.17	1.06	0.67	2.54
ENT	Global Eagle Entrtn			0	-1.343	0	85307240	0	-0.54	0.414	0.564
ENTA	Enanta Pharmaceutica			0	-1.08	0	19090030	0	0	23.12	3.52
ENTG	Entegris Inc	Consumer Non-Durables	Plastic Products	38.41	0.84	0	141795700	0	1.44	3.63	4.62
ENTL	Entellus Medical			0	-1.65	0	25371280	0	-0.32	5.5	5.55
ENZL	New Zealand Index MSCI Ishares			0	0	0	0	0	0	0	0
EOLS	Evolus Inc.			0	0	0	0	0	0	0	0
EPAY	Bottomline Tech In	Technology	Computer Software: Prepackaged Software	0	-0.88	0	37308870	0	1.56	3.55	4.74
EPIX	Essa Pharma	Consumer Durables	Biotechnology	0	-0.236	0	29090910	0	0	0	0
EPZM	Epizyme Inc			0	-2.07	0	58466060	0	0	55	6.25
EQBK	Equity Bncsrs Cm A			25.54	1.33	0	12206060	0	0	5.28	1.45
EQFN	Equitable Fincl			29.29	0.35	0	3237073	0	0	3.27	0.93
EQIX	Equinix Inc	Public Utilities	Telecommunications Equipment	167.65	2.72	1.76	77939140	8	9.49	9.12	5.43
EQRR	Proshares Trust Proshares Equities For Rising Ra			0	0	0	0	0	0	0	0
ERI	Eldorado Resorts			0	-0.67	0	0	0	-18.03	0	0
ERIC	Ericsson ADR	Technology	Radio And Television Broadcasting And Communications Equipment	0	-0.53	1.79	3275806000	0.11	23.54	0.75	1.29
ERIE	Erie Indemnity Co	Finance	Specialty Insurers	31	4	2.52	52266500	3.13	3.14	3.94	7.61
ERII	Energy Recovery Inc	Technology	Industrial Machinery/Components	276.21	0.03	0	53575530	0	1.05	7.83	6.68
ERYP	Erytech Pharma			0	0	0	0	0	0	0	0
ESBK	Elmira Sav Bk	Finance	Major Banks	16.68	1.238	4.46	3310912	0.92	0	3.109	1.2313
ESCA	Escalade Inc	Consumer Non-Durables	Recreational Products/Toys	16.43	0.78	3.43	14364060	0.46	1.22	1.15	1.85
ESEA	Euroseas Ltd	Transportation	Marine Transportation	0	-2.82	0	11175140	0	-0.51	0.6	0.39
ESES	Eco-Stim Energy			0	-1.33	0	74364960	0	0	6.53	1.31
ESG	Flexshares US ESG Impact Index			0	0	0	0	0	0	0	0
ESGD	Ishares EAFE ESG Select ETF			0	0	0	0	0	0	0	0
ESGE	Ishares EM ESG Select ETF			0	0	0	0	0	0	0	0
ESGG	Flexshares Global ESG Impact Index			0	0	0	0	0	0	0	0
ESGR	Enstar Group Ltd	Finance	Property-Casualty Insurers	13.94	16.6	0	19446840	0	1.78	4.06	1.51
ESGU	Ishares US ESG Optimized ETF			0	0	0	0	0	0	0	0
ESIO	Electro Sci Inds	Energy	Industrial Machinery/Components	0	-1.05	0	33136230	0	1.94	3.03	3.86
ESLT	Elbit Systems Ltd	Capital Goods	Military/Government/Technical	27.03	5.58	1.17	42760540	1.76	2.19	1.94	3.9
ESND	Essendant Inc			0	-4.08	5.7	37529410	0.56	-1.29	0.07	0.62
ESPR	Esperion Theraptc			0	-5.77	0	22635920	0	-4.32	0	6.37
ESQ	Esquire Financial Holdings Inc			0	0.64	0	7311801	0	0	0	0
ESRX	Express Scripts	Health Care	Medical/Nursing Services	10.79	5.76	0	577584800	0	0.71	0.34	2.16
ESSA	Essa Bancorp Inc	Finance	Banks	25.16	0.64	2.28	10678260	0.36	0	3.31	0.94
ESTR	Estre Ambiental Inc			0	0	0	0	0	0	0	0
ESTRW	Estre Ambiental Inc Warrant			0	0	0	0	0	0	0	0
ESXB	Community Bankers			19.04	0.47	0	22036870	0	0	4.13	1.62
ETFC	E*Trade Finl Corp	Finance	Savings Institutions	20.23	2.14	0	275352300	0	1.23	5.19	1.91
ETSY	Etsy Inc			0	-0.11	0	111044800	0	6.03	4.56	6.22
EUFN	Europe Financials ETF Ishares			0	0	0	0	0	0	0	0
EVBG	Everbridge Inc			0	-0.62	0	28094860	0	-2.98	8.3	15.75
EVEP	Ev Energy Partners	Energy	Oil & Gas Production	0	-5.197	0	49372380	0	0	0.1384	0.0408
EVFM	Evofem Biosciences Inc.			0	0	0	0	0	0	0	0
EVFTC	Eaton Vance Nextshares Trust II Eaton Vance Floa			0	0	0	0	0	0	0	0
EVGN	Evogene Ltd Ord			0	-0.83	0	25745330	0	0	23.6	1.37
EVK	Ever Glory Intl Grp			4.55	0.52	0	14791490	0	0	0.09	0.42
EVLMC	Eaton Vance Tabs 5-15			0	0	0	0	0	0	0	0
EVLV	Evine Live Cl A			0	-0.11	0	65225220	0	-18.5	0.11	0.94
EVOK	Evoke Pharma			0	-0.97	0	15387760	0	-0.09	0	6.52
EVOL	Evolving Systems Inc	Technology	EDP Services	13.06	0.36	0	12523400	0	0	2.42	1.71
EWBC	East West Bancorp	Finance	Major Banks	17.48	3.5	1.31	144468000	0.8	1.55	7.28	2.41
EWZS	Ishares Brazil Smallcap ETF			0	0	0	0	0	0	0	0
EXAC	Exactech Inc	Health Care	Industrial Specialties	804.81	0.05	0	14347910	0	3.16	2.28	2.43
EXAS	Exact Sciences Cor	Health Care	Biotechnology: Commercial Physical & Biological Resarch	0	-1.29	0	119038300	0	-1.87	34.69	10.86
EXEL	Exelixis Inc	Health Care	Biotechnology: Commercial Physical & Biological Resarch	134.49	0.2	0	294029300	0	2.01	23.83	51.23
EXFO	Exfo Inc	Capital Goods	Electrical Products	243.75	0.02	0	54707690	0	3.04	0.89	1.1
EXLS	Exlservice Holdings	Miscellaneous	Business Services	31.68	1.97	0	33792440	0	1.7	2.93	3.64
EXPD	Expeditors Intl	Transportation	Oil Refining/Marketing	25.7	2.31	1.42	180731000	0.84	3.99	1.67	5.39
EXPE	Expedia Inc	Consumer Services	Transportation Services	58.25	2.12	0.81	151627800	1.2	1.51	2.36	5.29
EXPO	Exponent Inc	Consumer Services	Professional Services	38.72	1.93	1.14	25836680	0.84	2.93	6.08	6.54
EXTR	Extreme Networks	Technology	Computer Communications Equipment	0	-0.08	0	113050700	0	0.9	2.21	12.13
EXXI	Energy Xxi Gulf Coast Inc	Energy	Oil & Gas Production	0	-589.76	0	33221260	0	0	0.43	0.68
EYE	National Vision Holdings Inc			0	0	0	0	0	0	0	0
EYEG	Eyegate Pharma			0	-1.28	0	17201830	0	0	23.31	3.91
EYEGW	Eyegate Pharm Wts			0	0	0	0	0	0	0	0
EYEN	Eyenovia Inc.			0	0	0	0	0	0	0	0
EYES	Second Sight			0	-0.71	0	56790910	0	0	12.04	3.29
EYESW	Second Sight Medical Products Inc Warrants			0	0	0	0	0	0	0	0
EZPW	Ezcorp Inc	Consumer Services	Other Specialty Stores	24.08	0.43	0	54295700	0	4.02	0.74	0.89
FAAR	Alternative Absolute Return Strategy ETF FT			0	0	0	0	0	0	0	0
FAB	Multi Cap Value Alphadex Fund FT			0	0	0	0	0	0	0	0
FAD	Multicap Growth Alphadex Fund FT			0	0	0	0	0	0	0	0
FALN	Ishares Fallen Angels USD Bond			0	0	0	0	0	0	0	0
FANG	Diamondback Energy			28.75	3.64	0	98116100	0	1.55	11.93	2.05
FANH	Fanhua Inc			19.02	0.8	0.79	61598020	0.12	0	1.17	1.66
FARM	Farmer Brothers	Consumer Non-Durables	Packaged Foods	22.66	1.45	0	16699850	0	1.72	1	2.52
FARO	Faro Tech Inc	Capital Goods	Industrial Machinery/Components	0	-0.03	0	16708110	0	-21.08	1.89	1.81
FAST	Fastenal Co	Consumer Services	RETAIL: Building Materials	25.17	1.88	2.7	287349000	1.28	2.39	3.21	6.74
FAT	Fat Brands Inc			0	0	0	0	0	0	0	0
FATE	Fate Therapeutics			0	-0.96	0	41414100	0	0	42.87	3.19
FB	Facebook Inc			39.81	4.47	0	2904205000	0	1.14	14.94	7.44
FBIO	Fortress Biotech Inc			0	-1.48	0	50526320	0	-0.08	1.68	2.53
FBIOP	Fortress Biotech Inc 9.375% Series A Cumulativ			0	0	0	0	0	0	0	0
FBIZ	First Business Finan	Finance	Major Banks	16.5	1.37	2.27	8715109	0.52	1.91	3.01	1.21
